verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
half-true,Lindsey Graham,"""We’re one of the seven nations in the world that allow abortion on demand at 20 weeks.""",5/8/2022,news,https://www.politifact.com/factchecks/2022/may/13/lindsey-graham/fact-checking-lindsey-graham-us-allowing-abortions/
mostly-true,Donald Trump,"""In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.""",2/13/2016,speech,https://www.politifact.com/factchecks/2016/feb/19/donald-trump/donald-trump-compares-his-spending-and-new-hampshi/
mostly-true,Robin Vos,"""The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.""",11/22/2013,social_media,https://www.politifact.com/factchecks/2013/dec/04/robin-vos/vos-says-nine-day-deer-hunt-has-13-billion-impact/
false,Hillary Clinton,"""The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.""",3/9/2016,speech,https://www.politifact.com/factchecks/2016/mar/10/hillary-clinton/hillary-clinton-says-bernie-sanders-wants-delay-cl/
half-true,Kathy Miller,"""A Houston school district analysis found that the (State Board of Education) more than quadrupled the number of historical figures students must learn about.""",5/18/2010,news,https://www.politifact.com/factchecks/2010/jun/03/kathy-miller/miller-state-board-education-more-quadrupled-numbe/
pants-fire,Terry McAuliffe,"""I inherited the largest budget deficit in the history of the state from the Republicans.""",6/10/2021,social_media,https://www.politifact.com/factchecks/2021/jun/15/terry-mcauliffe/mcauliffe-keeps-repeating-bogus-budget-claim/
half-true,Donald Trump,"""Earnings for the bottom 10% are rising faster than earnings for the top 10%.""",1/28/2020,campaign,https://www.politifact.com/factchecks/2020/feb/03/donald-trump/earnings-bottom-rising-faster-top-mixed-data-behin/
mostly-false,Ron Johnson,"Gas prices are high ""due to the Democrats’ war on fossil fuels.""",3/18/2022,social_media,https://www.politifact.com/factchecks/2022/mar/29/ron-johnson/no-democrats-arent-responsible-rising-gas-prices/
false,Barack Obama,"""I have not said that I was a single-payer supporter.""",8/11/2009,speech,https://www.politifact.com/factchecks/2009/aug/12/barack-obama/obama-has-praised-single-payer-plans-past/
true,Donald Trump,"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.""",7/11/2016,speech,https://www.politifact.com/factchecks/2016/jul/14/donald-trump/donald-trump-correctly-says-20-veterans-commit-sui/
true,Rick Baker,"While Mayor Rick Kriseman said he would dip into reserves this year because of Hurricane Irma, he ""went into the emergency reserves before Irma ever hit.""",9/26/2017,speech,https://www.politifact.com/factchecks/2017/sep/29/rick-baker/rick-baker-says-kriseman-tapped-reserves-irma-hes-/
false,Rand Paul,"""The average (public school) teacher in Wisconsin’s making $89,000 a year"" in salary and benefits.",2/24/2011,news,https://www.politifact.com/factchecks/2011/mar/04/rand-paul/us-sen-rand-paul-says-average-public-school-teache/
pants-fire,Michele Bachmann,"ACORN will be a paid partner with the Census Bureau and ""they will be in charge of going door-to-door and collecting data from the American public.""",6/17/2009,news,https://www.politifact.com/factchecks/2009/jun/26/michele-bachmann/michele-bachmann-claims-acorn-getting-money-work-c/
false,Sean Hannity,"In 2007, when Nancy Pelosi met with President Assad of Syria, ""nobody got upset.""",3/10/2015,speech,https://www.politifact.com/factchecks/2015/mar/18/sean-hannity/hannity-unlike-iran-letter-response-no-one-got-ups/
true,Nathan Deal,"""One out of every three automobile fatalities can be attributed to alcohol.""",1/31/2012,advertisement,https://www.politifact.com/factchecks/2012/feb/03/nathan-deal/deal-dui-super-bowl-ad-cites-good-statistic/
mostly-false,Colin Schmitt,"""We have scientific data, from all different levels, but particularly from the high school sports levels, from numerous different states that shows that it is safe to play what New York is considering high-risk sports.""",1/14/2021,news,https://www.politifact.com/factchecks/2021/jan/26/colin-schmitt/sweeping-claim-about-safety-youth-sports-lacks-evi/
mostly-true,Ilyse Hogue,"""Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.""",3/12/2014,news,https://www.politifact.com/factchecks/2014/mar/24/ilyse-hogue/look-medicares-grossly-excessive-spending-penis-pu/
pants-fire,Dan Fanelli,"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.""",6/3/2010,campaign,https://www.politifact.com/factchecks/2010/jun/07/dan-fanelli/fanellis-video-suggests-obamacare-will-cut-treatme/
half-true,Donald Trump,"""We have done more in eight months than the previous administration has done in many years"" against ISIS.",10/25/2017,news,https://www.politifact.com/factchecks/2017/oct/26/donald-trump/trump-takes-full-credit-gains-against-isis/
pants-fire,Mitt Romney,"Says Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.",10/29/2012,advertisement,https://www.politifact.com/factchecks/2012/oct/30/mitt-romney/mitt-romney-obama-chrysler-sold-italians-china-ame/
false,Robert Chody,"""Almost half of all vehicles stolen in Texas each year had keys left inside.""",12/27/2017,social_media,https://www.politifact.com/factchecks/2018/jan/12/robert-chody/nearly-half-texas-vehicle-thefts-keys-left-inside-/
pants-fire,Donald Trump,"""Some of the Democrats have been talking about ending (coverage for) pre-existing conditions.""",10/4/2018,speech,https://www.politifact.com/factchecks/2018/oct/05/donald-trump/donald-trumps-pants-fire-claim-about-democrats-pre/
half-true,Mitt Romney,"The United States stopped plans to build a missile defense shield in Eastern Europe ""as a gift to Russia.""",3/23/2014,television,https://www.politifact.com/factchecks/2014/mar/23/mitt-romney/romney-obama-stopped-missile-defense-shield-gift-r/
false,Lori Lightfoot,"Cook County’s criminal courts ""have been shut down for 15 months.""",6/28/2021,news,https://www.politifact.com/factchecks/2021/jul/04/lori-lightfoot/no-cook-county-criminal-courts-havent-been-shut-do/
mostly-false,Tom McClintock,"""The flu killed 80,000 Americans last year according to the CDC.""",4/29/2020,radio,https://www.politifact.com/factchecks/2020/may/05/tom-mcclintock/tom-mcclintock-claimed-flu-killed-80000-americans-/
half-true,Rick Scott,"Under Charlie Crist, Florida lost 825,000 jobs and the unemployment rate increased from 3.5 percent to 11.1 percent.",12/11/2012,news,https://www.politifact.com/factchecks/2012/dec/14/rick-scott/rick-scott-says-floridas-economy-soured-under-char/
false,Marco Rubio,"Says that President Barack Obama said an attack on Syria ""was going to be a pinprick.""",9/16/2015,television,https://www.politifact.com/factchecks/2015/sep/18/marco-rubio/obama-called-potential-attack-syria-pinprick-rubio/
mostly-false,Bob Sears,"""Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.""",2/2/2015,news,https://www.politifact.com/factchecks/2015/feb/03/bob-sears/what-cdc-statistics-say-about-vaccine-illnesses-in/
true,Terry McAuliffe,"""If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.""",3/10/2021,speech,https://www.politifact.com/factchecks/2021/mar/22/terry-mcauliffe/va-teachers-pay-last-compared-full-time-year-round/
half-true,Donald Trump,"Says that ""over a 45-minute period that we had the press conference"" on the coronavirus on March 13, 2020, the stock market set ""an all-time record.""",3/14/2020,news,https://www.politifact.com/factchecks/2020/mar/19/donald-trump/stock-market-record-point-rise-followed-record-poi/
half-true,Barack Obama,"""There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.""",9/26/2008,speech,https://www.politifact.com/factchecks/2008/sep/30/barack-obama/obama-oversimplifies-corporate-taxes/
mostly-false,Donald Trump,"Says ICE and border patrol officers ""unanimously endorsed me for president.""",1/25/2017,speech,https://www.politifact.com/factchecks/2017/jan/26/donald-trump/trump-claims-unanimous-endorsement-ice-border-patr/
half-true,Barack Obama,"""Eight in 10 people this year can find plans for $75 a month or less.""",11/1/2017,social_media,https://www.politifact.com/factchecks/2017/nov/06/barack-obama/can-eight-10-people-get-health-coverage-under-75-n/
pants-fire,Donald Trump,"Originally ""almost all models predicted"" Dorian would hit Alabama.",9/4/2019,social_media,https://www.politifact.com/factchecks/2019/sep/05/donald-trump/trump-said-almost-all-models-predicted-dorian-woul/
mostly-false,Dorothy Brown,"""Pre-K has gone down since the current mayor took office.""",7/15/2018,radio,https://www.politifact.com/factchecks/2018/jul/29/dorothy-brown/no-chicagos-pre-k-program-not-decline/
mostly-true,Kamala Harris,"""Sadly during the course of the pandemic one-third of our small businesses have closed.""",6/1/2021,news,https://www.politifact.com/factchecks/2021/jun/07/kamala-harris/kamala-harris-claimed-one-third-small-businesses-c/
mostly-false,Donald Trump,"Says in his 2000 book ""I was talking about Osama bin Laden. I said, ‘You have to kill him. You have to take him out.’""",10/27/2019,news,https://www.politifact.com/factchecks/2019/oct/28/donald-trump/again-trump-boasted-he-called-take-out-osama-bin-l/
false,Kendrick Meek,"Marco Rubio says ""Solo Ingles"" (English only).",10/15/2010,advertisement,https://www.politifact.com/factchecks/2010/oct/15/kendrick-meek/kendrick-meek-says-marco-rubio-too-extreme-florida/
mostly-false,Richard Saslaw,"Female students at UVA ""have a 20 percent chance of being sexually assaulted.""",11/24/2014,other,https://www.politifact.com/factchecks/2014/dec/08/richard-saslaw/saslaw-says-20-percent-female-students-university-/
pants-fire,Michele Bachmann,"Says the Constitution only requires her to tell the census ""how many people are in our home.""",6/17/2009,news,https://www.politifact.com/factchecks/2009/jun/25/michele-bachmann/michelle-bachmann-claims-constitution-only-require/
mostly-true,Fred Clark,"A Wisconsin bill to limit use of food stamps for junk food would also ""prevent -- or limit --  the extent to which"" food stamps could be used for organic foods.",5/7/2013,meeting,https://www.politifact.com/factchecks/2013/may/10/fred-clark/wisconsin-bill-limit-junk-food-also-would-restrict/
pants-fire,Vet TV,"""Trump Removing Marines From the Navy.""",5/23/2017,blog,https://www.politifact.com/factchecks/2017/jun/07/vet-tv/idea-donald-trump-will-split-marines-navy-unfounde/
false,Donald Trump,"Says Hillary Clinton is ""wrong"" to say he mocked a disabled reporter.",10/19/2016,speech,https://www.politifact.com/factchecks/2016/oct/20/donald-trump/donald-trump-says-hillary-clinton-wrong-say-he-moc/
mostly-false,David Jolly,"""Kathleen Peters refuses to ‘take a stand’ to repeal Obamacare.""",12/13/2013,other,https://www.politifact.com/factchecks/2013/dec/27/david-jolly/david-jolly-says-kathleen-peters-wont-take-stand-r/
mostly-true,Lindsey Graham,"Russia ""has an economy the size of Italy.""",7/27/2014,television,https://www.politifact.com/factchecks/2014/jul/27/lindsey-graham/graham-russia-has-economy-size-italy/
mostly-true,Tammy Baldwin,"Says Leah Vukmir was ""just about the only legislator who stood with the insurance companies"" and ""voted against oral chemotherapy.""",9/10/2018,advertisement,https://www.politifact.com/factchecks/2018/sep/14/tammy-baldwin/insurers-leah-vukmir-opposed-wisconsin-law-forcing/
true,George Will,"During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""",8/1/2010,television,https://www.politifact.com/factchecks/2010/aug/02/george-will/george-will-says-personal-saving-rate-has-increase/
true,George Will,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",5/9/2010,television,https://www.politifact.com/factchecks/2010/may/12/george-will/will-says-greeces-economy-same-size-dallas-fort-wo/
true,Rick Santorum,"""Over 40 percent of children born in America are born out of wedlock.""",2/22/2012,speech,https://www.politifact.com/factchecks/2012/feb/24/rick-santorum/rick-santorum-says-over-40-percent-children-are-bo/
false,Donald Trump,"""The murder rate in our country is the highest it’s been in 47 years.""",2/7/2017,meeting,https://www.politifact.com/factchecks/2017/feb/08/donald-trump/donald-trump-wrong-murder-rate-highest-47-years/
false,Donald Trump,"Says ""22 to 24 people"" came into the United States due to family connection with suspect in the October 2017 New York City terror attack.",1/9/2018,meeting,https://www.politifact.com/factchecks/2018/jan/24/donald-trump/donald-trumps-unsubstantiated-claims-about-chain-m/
mostly-false,Jeb Bush,"""There are over 100 pipelines between the United States and Canada right now.""",3/21/2014,speech,https://www.politifact.com/factchecks/2014/mar/26/jeb-bush/while-talking-about-keystone-xl-pipeline-jeb-bush-/
half-true,Bernie Sanders,"""Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.""",9/17/2017,news,https://www.politifact.com/factchecks/2017/sep/20/bernie-sanders/comparing-administrative-costs-private-insurance-a/
true,Kent Conrad,"""We're borrowing 40 cents of every dollar we spend.""",1/23/2011,news,https://www.politifact.com/factchecks/2011/jan/27/kent-conrad/kent-conrad-said-were-borrowing-40-cents-every-dol/
mostly-true,Rick Scott,"""We are poised to get rid of over 1,000 more regulations in 2012.""",2/11/2012,speech,https://www.politifact.com/factchecks/2012/feb/17/rick-scott/rick-scott-says-will-repeal-1000-regulations-2012/
false,Kamala Harris,"It ""is estimated that as many as 300,000 auto workers may be out of a job before the end of the year.""",8/12/2019,news,https://www.politifact.com/factchecks/2019/aug/21/kamala-harris/no-americas-auto-industry-not-expected-lose-many-3/
false,Larry Ahern,"""We don't need a separate (prescription drug) database ... Pharmacies already have a database in place.""",3/25/2011,statement,https://www.politifact.com/factchecks/2011/mar/29/larry-ahern/freshman-house-member-says-pill-mill-database-isnt/
mostly-true,Marco Rubio,"""Three or four countries"" out of roughly 60 in the anti-ISIS coalition ""are providing military force.""",12/13/2015,news,https://www.politifact.com/factchecks/2015/dec/13/marco-rubio/marco-rubio-appears-right-only-3-or-4-countries-ar/
half-true,Mandela Barnes,"Says U.S. Sen. Ron Johnson, his prospective opponent, has received $1.2 million from the gun lobby.",5/27/2022,news,https://www.politifact.com/factchecks/2022/jun/28/mandela-barnes/barnes-partially-right-claim-johnson-has-received-/
mostly-true,Vicky Hartzler,"""In Missouri, there are still (FEMA) cases pending from floods that occurred in 2013.""",10/30/2017,news,https://www.politifact.com/factchecks/2017/dec/14/vicky-hartzler/open-fema-case-remains-hartzler-exaggerates-amount/
half-true,Barack Obama,"""What is and isn't a Schedule I narcotic is a job for Congress.""",1/31/2014,news,https://www.politifact.com/factchecks/2014/feb/04/barack-obama/barack-obama-says-its-congress-change-how-feds-cla/
pants-fire,Barack Obama,"""What I have done -- and this is unprecedented ... is I've said to each agency ... 'look at regulations that are already on the books and if they don't make sense, let's get rid of them.'""",6/29/2011,news,https://www.politifact.com/factchecks/2011/jun/29/barack-obama/obama-claims-his-regulatory-review-unprecedented/
pants-fire,Sebastian Gorka,"Says Jake Tapper said Allahu Akbar was a ""beautiful phrase"" after a terrorist attack in New York.",11/1/2017,other,https://www.politifact.com/factchecks/2017/nov/02/sebastian-gorka/seb-gorka-misquotes-jake-tappers-comment-about-all/
mostly-false,Tim Moore,"States with voter ID laws have seen ""zero decrease"" in participation. ""Most have seen an increase.""",6/7/2018,news,https://www.politifact.com/factchecks/2018/jun/20/tim-moore/states-voter-id-laws-have-seen-zero-decrease-turno/
mostly-true,Caroline Casagrande,"""Every American now is $51,000 in debt. That’s money I owe, that’s money my children owe before they even go to kindergarten, that’s their check to the federal government right now.""",10/26/2012,news,https://www.politifact.com/factchecks/2012/nov/15/caroline-casagrande/caroline-casagrande-says-every-american-owes-feder/
half-true,Rick Santorum,"""There are more people living in this country who were not born here than at anytime in the history of the country.""",11/23/2014,news,https://www.politifact.com/factchecks/2014/nov/23/rick-santorum/rick-santorum-foreign-born-residents-living-united/
false,Donald Trump,"""ISIS is making millions of dollars a week selling Libyan oil.""",4/27/2016,speech,https://www.politifact.com/factchecks/2016/apr/27/donald-trump/no-donald-trump-isis-not-making-millions-dollars-w/
false,Matt Gaetz,"""One out of every five people that the federal government charges with murder is an illegal alien.""",2/7/2019,news,https://www.politifact.com/factchecks/2019/feb/19/matt-gaetz/gaetz-misrepresents-federal-data-murder-immigrants/
true,Marco Rubio,"""For the first time in 35 years, we have more businesses dying than we do starting.""",6/2/2015,speech,https://www.politifact.com/factchecks/2015/jun/02/marco-rubio/marco-rubio-says-first-time-35-years-we-have-more-/
half-true,Eric Cantor,"""Put simply, less government spending equals more private sector jobs.""",3/4/2011,news,https://www.politifact.com/factchecks/2011/mar/16/eric-cantor/eric-spending-says-less-government-spending-equals/
mostly-true,Hillary Clinton,"""Americans haven’t had a raise in 15 years.""",2/11/2016,speech,https://www.politifact.com/factchecks/2016/feb/12/hillary-clinton/debate-hillary-clinton-says-americans-havent-had-r/
true,Maurice Ferre,"Maurice Ferre says Kendrick Meek ""has voted 98.6 percent of the time with the Democrat party.""",7/1/2010,speech,https://www.politifact.com/factchecks/2010/jul/21/maurice-ferre/ferre-meek-hews-democrat-votes/
pants-fire,Mary Burke,"""Wisconsin wages are declining at double the rate of other states.""",3/25/2014,other,https://www.politifact.com/factchecks/2014/mar/31/mary-burke/mary-burke-says-wages-are-declining-wisconsin-doub/
mostly-false,Kendrick Meek,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",6/22/2010,speech,https://www.politifact.com/factchecks/2010/jun/22/kendrick-meek/kendrick-meek-jeff-greene-credit-default-swap/
half-true,Sid Miller,"Texas agriculture is ""at 98 percent efficiency"" in water use and ""just about maxed out as to what we can do on the conservation end of it.""",3/10/2015,other,https://www.politifact.com/factchecks/2015/may/04/sid-miller/sid-miller-says-texas-farmers-just-about-maxed-out/
pants-fire,Donald Trump,"""This Russia thing with Trump and Russia is a made-up story. It's an excuse by the Democrats for having lost an election that they should've won.""",5/11/2017,news,https://www.politifact.com/factchecks/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/
half-true,Justice Democrats,"Says Joe Biden ""voted for the Iraq War, for mass incarceration, and for the Bankruptcy Reform Act while voting against gay marriage, reproductive rights, and school desegregation.""",4/25/2019,social_media,https://www.politifact.com/factchecks/2019/apr/26/justice-democrats/biden-draws-barbs-progressive-democratic-organizat/
half-true,Tammy Baldwin,"""This generation, on average, is starting their careers, if they’ve been to a four-year college, with just under $30,000 in debt.""",5/8/2014,news,https://www.politifact.com/factchecks/2014/jun/04/tammy-baldwin/tammy-baldwin-claims-college-students-graduate-300/
pants-fire,Donald Trump,"""The last quarter, it was just announced, our gross domestic product … was below zero. Who ever heard of this? It's never below zero.""",6/16/2015,speech,https://www.politifact.com/factchecks/2015/jun/16/donald-trump/donald-trump-says-us-gdp-never-negative-ter/
false,Mitt Romney,"Says the National Labor Relations Board told Boeing that it ""can't build a factory in a non-union state.""",10/11/2011,speech,https://www.politifact.com/factchecks/2011/oct/14/mitt-romney/mitt-romney-attack-barack-obama-over-boeing-plant-/
mostly-true,Chris Wallace,"""Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.""",5/15/2016,news,https://www.politifact.com/factchecks/2016/may/18/chris-wallace/most-gop-nominees-1970s-have-released-their-tax-re/
mostly-false,Stephen Sweeney,Says the average government worker won't be impacted in the first two years under the reform of state health benefits.,6/23/2011,news,https://www.politifact.com/factchecks/2011/jul/10/stephen-sweeney/senate-president-stephen-sweeney-claims-average-wo/
half-true,Claire McCaskill,"""Nonpartisan experts have consistently ranked Claire one of the most independent senators — right in the middle.""",10/2/2018,campaign,https://www.politifact.com/factchecks/2018/nov/05/claire-mccaskill/sen-claire-mccaskill-one-americas-most-independent/
mostly-true,Sean Hannity,"Every new Republican member of the U.S. Senate said they ""will vote to repeal and replace Obamacare.""",11/5/2014,news,https://www.politifact.com/factchecks/2014/nov/10/sean-hannity/hannity-every-new-gop-senator-wants-repealreplace-/
false,Rudy Giuliani,"""Food stamps have gone up two-and-a-half times under Barack Obama.""",9/4/2016,news,https://www.politifact.com/factchecks/2016/sep/07/rudy-giuliani/rudy-giuliani-says-food-stamps-rose-two-and-half-t/
false,Connie Mack,"Says Bill Nelson ""voted to raise our taxes 150 times.""",8/9/2012,campaign,https://www.politifact.com/factchecks/2012/aug/20/connie-mack/connie-mack-bill-nelson-voted-taxes-150-times/
false,Jim DeMint,"Says U.S. Sen. Sherrod Brown is responsible for ""over $14 trillion in debt.""",6/27/2011,news,https://www.politifact.com/factchecks/2011/jul/11/jim-demint/sen-jim-demint-says-sen-sherrod-brown-responsible-/
mostly-true,Jane Norton,"""Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent.""",7/9/2010,advertisement,https://www.politifact.com/factchecks/2010/jul/26/jane-norton/ken-bucks-budget-increased-commissioners-said-it-w/
false,Barack Obama,"Preventive care ""saves money.""",9/9/2009,speech,https://www.politifact.com/factchecks/2009/sep/10/barack-obama/obama-says-preventive-care-saves-money-it-doesnt/
mostly-true,Hillary Clinton,"""The United States invented the community college. Nobody else had ever done anything like it.""",4/21/2015,other,https://www.politifact.com/factchecks/2015/apr/21/hillary-clinton/hillary-clinton-says-us-was-first-create-community/
half-true,Jeb Bush,"""In Florida, for eight years we cut taxes every year, totaling $19 billion.""",6/2/2015,speech,https://www.politifact.com/factchecks/2015/jun/11/jeb-bush/Jeb-Bush-says-he-cut-Florida-taxes-by-19-billion/
mostly-true,John McCallum,"""A child born in America today will inherit $1.5 million in debt the moment they're placed in their mother's arms.""",3/18/2014,social_media,https://www.politifact.com/factchecks/2014/mar/26/john-mccallum/candidate-worries-about-growing-federal-debt/
half-true,Dan Patrick,"""PolitiFact Texas gave"" a David Dewhurst TV ad ""a ‘Pants-on-Fire’ rating as an outrageous lie.""",4/28/2014,other,https://www.politifact.com/factchecks/2014/may/01/dan-patrick/dan-patrick-tv-ad-incorrectly-says-pants-fire-slap/
mostly-false,Rand Paul,"U.S. military involvement in Libya ""allowed thousands of surface-to-air missiles to fall into the hands of radical Islamists.""",2/27/2015,speech,https://www.politifact.com/factchecks/2015/mar/09/rand-paul/paul-gets-it-wrong-fate-libyan-missiles/
half-true,Chris Christie,"""Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.""",5/1/2013,advertisement,https://www.politifact.com/factchecks/2013/may/12/chris-christie/chris-christie-implemented-merit-pay-teachers-best/
half-true,Barack Obama,"We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.",5/13/2008,other,https://www.politifact.com/factchecks/2008/jun/20/barack-obama/other-countries-too/
false,Dan Patrick,"Says after the shooting in El Paso, ""on Sunday, everyone was going to church in America, praying about this, and the next day when their kids went to school, they weren’t allowed to pray or bring it up.""",8/8/2019,news,https://www.politifact.com/factchecks/2019/aug/19/dan-patrick/could-students-pray-discuss-el-paso-mass-shooting/
mostly-false,Doug Collins,"Kelly Loeffler has a ""long history of donating to abortion-on-demand Democrats.""",8/29/2020,social_media,https://www.politifact.com/factchecks/2020/sep/04/doug-collins/despite-collins-claim-loeffler-has-donated-much-mo/
true,Kathleen Falk,"Says Scott Walker enacted ""the biggest cuts to education in our state’s history.""",2/8/2012,speech,https://www.politifact.com/factchecks/2012/feb/19/kathleen-falk/recall-candidate-kathleen-falk-says-governor-scott/
mostly-true,Gordon Hintz,"""One year ago, (Republicans) would not fill seats vacated for people who went to the administration because of the cost of those elections. Now, they’re talking about changing the rules to add additional elections that will cost millions of dollars of taxpayer expense.""",11/18/2018,news,https://www.politifact.com/factchecks/2018/nov/28/gordon-hintz/state-rep-hintz-hits-target-claim-against-republic/
mostly-false,Barbara Buono,"Says ""as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.""",1/25/2012,news,https://www.politifact.com/factchecks/2012/feb/10/barbara-buono/barbara-buono-claims-new-jersey-ranked-45th-nation/
mostly-false,Michele Bachmann,"""The IRS will have the ability potentially"" to deny or delay health care.",5/15/2013,news,https://www.politifact.com/factchecks/2013/may/20/michele-bachmann/michele-bachmann-says-irs-will-have-ability-delay-/
false,Donald Trump,"""Libya supplies the oil for China. We get no oil from Libya.""",4/4/2011,news,https://www.politifact.com/factchecks/2011/apr/11/donald-trump/libya-sells-most-its-oil-europe-not-china/
mostly-false,Scott Dawson,"""Gov. Kay Ivey gave nearly $1 million of taxpayers’ money to a liberal activist organization that promotes alternative lifestyles and transgenderism.""",5/15/2018,campaign,https://www.politifact.com/factchecks/2018/may/29/scott-dawson/scott-dawson-alabama-governor-kay-ivey-lgbtq/
true,Nancy-Ann DeParle,"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",10/12/2009,news,https://www.politifact.com/factchecks/2009/oct/13/nancy-ann-deparle/study-health-insurers-says-premiums-will-rise-its-/
false,Maram Museitif,"Says Arabic ""is the third most-common language in Austin.""",5/24/2017,news,https://www.politifact.com/factchecks/2017/jun/05/maram-museitif/city-austin-appointee-says-arabic-third-most-commo/
mostly-true,Mark Obenshain,"Since parole abolition, Virginia's ""crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and that’s the second lowest in the country.""",7/21/2015,radio,https://www.politifact.com/factchecks/2015/aug/03/mark-obenshain/obenshain-says-virginias-crime-and-recidivism-rate/
mostly-false,Parker Briden,"""We've seen funding increases for schools. We haven't seen a corresponding performance increase.""",11/13/2017,news,https://www.politifact.com/factchecks/2017/dec/26/parker-briden/governors-spokesman-fudges-education-funding-perfo/
half-true,Scott Walker,"""Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.""",7/26/2015,statement,https://www.politifact.com/factchecks/2015/aug/05/scott-walker/scott-walker-says-he-took-office-wisconsin-has-ran/
half-true,Barack Obama,"""There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.""",10/17/2012,speech,https://www.politifact.com/factchecks/2012/oct/30/barack-obama/barack-obama-critics-clash-whether-planned-parenth/
false,Erin Burnett,"If President Trump decides to deploy the U.S. military domestically, he would be ""mobilizing U.S. military troops on American soil for the first time since 1807.""",6/1/2020,television,https://www.politifact.com/factchecks/2020/jun/02/erin-burnett/erin-burnett-corrects-inaccurate-statements-about-/
half-true,Mike Polensek,"""We're worse than a Third World country in terms of water quality and the way we treat our sewage.""",11/18/2010,meeting,https://www.politifact.com/factchecks/2011/jan/04/mike-polensek/cleveland-councilman-mike-polensek-rails-sewage-tr/
false,Donald Trump,"""We won (Wisconsin in 2016) not so late in the evening — a little bit early in the evening, actually, which is even better.""",7/12/2019,speech,https://www.politifact.com/factchecks/2019/jul/15/donald-trump/donald-trump-claims-he-won-wisconsin-early-2016/
pants-fire,Donald Trump,"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",10/7/2020,social_media,https://www.politifact.com/factchecks/2020/oct/08/donald-trump/trump-falsely-claims-democrats-want-shut-your-chur/
mostly-false,Joseph Kyrillos,"""Bob Menendez actually voted in favor of higher taxes more than 70 times!""",8/29/2012,news,https://www.politifact.com/factchecks/2012/sep/30/joseph-kyrillos/joe-kyrillos-campaign-claims-bob-menendez-voted-fa/
true,Lee Leffingwell,"Austin is ""a city that has basically doubled in size every 25 years or so since it was founded.""",2/25/2014,speech,https://www.politifact.com/factchecks/2014/mar/07/lee-leffingwell/austins-population-has-doubled-every-25-years-or-s/
mostly-true,Colin Jost,"""There is a real law in Texas that says it’s illegal to own more than six dildos.""",10/7/2017,news,https://www.politifact.com/factchecks/2017/oct/13/colin-jost/colin-jost-weekend-update-texas-dildos-law-6-own-m/
pants-fire,Donald Trump,"""If you buy, you know, a box of cereal, if you do anything, you have a voter ID. … The only thing you don’t is if you’re a voter of the United States.""",11/14/2018,news,https://www.politifact.com/factchecks/2018/nov/16/donald-trump/do-you-need-id-buy-box-cereal-no/
true,Cenk Uygur,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,2/9/2011,television,https://www.politifact.com/factchecks/2011/feb/14/cenk-uygur/hatch-once-supported-individual-mandate-said-cenk-/
false,Donald Trump,"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.",9/27/2017,news,https://www.politifact.com/factchecks/2017/sep/28/donald-trump/donald-trumps-dubious-claim-his-tax-plan-wont-bene/
half-true,Reince Priebus,"Says Hillary Clinton took ""money from kings of Saudi Arabia and Morocco and Oman and Yemen.""",4/12/2015,news,https://www.politifact.com/factchecks/2015/apr/20/reince-priebus/hillary-clinton-took-money-kings-four-countries-go/
